,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
1507,CEGL 316,English Vocabulary for Workplace,8.0,"English (CCE) : Designed for students at a high-intermediate level wishing to develop their writing skills at that level. Broadens the scope of written communication through the study of vocabulary and its function in discourse. Identifies the nature and role of words, phrases and idioms through intense practice of vocabulary in workplace contexts.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 215 and CEGL 216, Placement Test of Written English (PTWE) or Permission of the Director. ",CEGL 315. ,"{'Fall': ['Lisa Simpson', 'Kamran Ghazi'], 'Winter': ['Lisa Simpson']}","{'Fall', 'Winter'}"
1508,CEGL 320,English Communication Level 3B,5.0,"English (CCE) : Second of four advanced-level workshops/courses designed for specific professional purposes.  Develops a high degree of fluency in English, and hones linguistic and communicative skills in selected in work-related contexts.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 310, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1509,CEGL 323,Intensive English - Intermediate 2,20.0,"English (CCE) : Designed for students wishing to achieve competency in speaking, writing, listening and reading skills in English at a mid-intermediate level. Course content provides students with the essential linguistic, communicative, and socio-cultural skills required to engage effectively with English language media and native speaker narration.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 313, or Entrance Placement Test or Permission of the Director ",,"{'Fall': ['Kevin Edward Callahan', 'Firas Khairi Alhafidh', 'Lorraine Inglis', 'Jonathan Mitchell'], 'Winter': ['Jonathan Mitchell', 'Lorraine Inglis', 'Natasha Roy', 'Gregory Glidden'], 'Summer': ['Lorraine Inglis', 'Gregory Glidden']}","{'Summer', 'Fall', 'Winter'}"
1510,CEGL 330,English Communication Level 3C,5.0,"English (CCE) : Third of four advanced-level workshops/courses designed for specific professional purposes.  Develops a high degree of fluency in English, and hones linguistic and communicative skills in selected in work-related contexts.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 320, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1511,CEGL 333,Intensive English - Intermediate 3,20.0,"English (CCE) : Designed for students wishing to achieve competency in speaking, writing, listening and reading in English at a high-intermediate level. Course content provides students with the essential linguistic, communicative, and socio-cultural skills required to understand nuance in public narration and critically analyze message and meaning.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 323, Entrance Placement Test or Permission of the Director ",,"{'Fall': ['Kevin Edward Callahan', 'Firas Khairi Alhafidh', 'Gordon Henry Wong', 'Dina Diana Singal', 'David F Turpie', 'Anne Roop'], 'Winter': ['Dina Diana Singal', 'Gordon Henry Wong', 'Kathleen Mary Horner', 'David F Turpie'], 'Summer': ['Gordon Henry Wong', 'Dina Diana Singal']}","{'Summer', 'Fall', 'Winter'}"
1512,CEGL 340,English Communication Level 3D,5.0,"English (CCE) : Last of four advanced-level workshops/courses designed for specific professional purposes.  Develops a high degree of fluency in English, and hones linguistics and communicative skills in selected in work-related contexts.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 330, Entrance Placement Test (EPT), or Permission of the Director ",,{},set()
1513,CEGL 343,Sp Intensive English Level 4,30.0,"English (CCE) : Classes will provide instruction in listening, speaking, reading and writing at elementary, intermediate and advanced levels. Course content will offer a range of communicative activities aimed at teaching the student those linguistic skills required to operate comfortably in English in a variety of real-life settings. Instructional methods, including language laboratory and video sessions, have been designed to serve professional, academic and general needs.    ",School of Continuing Studies,Language & Intercultural Comm.,Placement Test or Permission of the Director ,,{},set()
1514,CEGL 344,Intensive English/Short Course,20.0,English (CCE) : The development of English language communication skills and intercultural awareness through active learning methodologies.    ,School of Continuing Studies,Language & Intercultural Comm.,,,"{'Fall': ['Dean Garlick', 'Kevin Arthur Stanley']}",{'Fall'}
1515,CEGL 355,Intensive English - Bridge to Proficiency,20.0,"English (CCE) : Designed especially for students who need to consolidate and strengthen fundamental skills in English before proceeding to the advanced levels. Course content provides students with a review of learning strategies to reinforce linguistic skills and confidence, and permits the exploration of the creative power of language.    ",School of Continuing Studies,Language & Intercultural Comm.,"CEGL 333, or Entrance Placement Test or Permission of the Director ",,"{'Fall': ['Kevin Edward Callahan', 'Firas Khairi Alhafidh', 'Michael David Chamberlain', 'Ann Hutchison', 'Christine Phillips', 'Ioana Nicolae', 'Bruce Manson', 'Anis Balti', 'Kamran Ghazi'], 'Winter': ['Bruce Manson', 'Michael David Chamberlain', 'Michael Langevin', 'Devaki Cynthia Groulx', 'Jonathan Mitchell'], 'Summer': ['Michael David Chamberlain', 'Bruce Manson', 'Devaki Cynthia Groulx', 'Jonathan Mitchell']}","{'Summer', 'Fall', 'Winter'}"
1516,CEGL 370,Advanced 1 Essential English for Healthcare,6.0,English (CCE) : Intended for healthcare providers who have a high-intermediate knowledge of English.  Focuses on linguistic and communicative skills in selected work-related contexts.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 371 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1517,CEGL 371,Advanced 1 English Conversation for Healthcare,4.0,English (CCE) : Focuses on advanced English language speaking and listening comprehension skills essential to healthcare providers who have a high-intermediate knowledge of English.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 370 ,"{'Fall': ['Suzanne Daningburg', 'Alaa Al-Musalli', 'Anne Roop', 'Giovanna Julia Mercuri-Albisi'], 'Winter': ['Carmen Enache', 'Ellen Phillips', 'Afrouz Mobayen']}","{'Fall', 'Winter'}"
1518,CEGL 372,Advanced 2 Essential English for Healthcare,6.0,English (CCE) : Intended for healthcare providers who have an advanced knowledge of English. Focuses on linguistic and communicative skills in selected work-related contexts.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 373 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1519,CEGL 373,Advanced 2 English Conversation for Healthcare,4.0,English (CCE) : Focuses on superior English language speaking and listening comprehension skills essential to healthcare providers who have an advanced knowledge of English.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 372 ,"{'Fall': ['Alaa Al-Musalli'], 'Winter': ['Michael Dawson', 'Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1520,CEGL 380,Advanced 1 Essential English for Social Services,6.0,English (CCE) : Intended for social services providers who have a high-intermediate knowledge of English. Focuses on linguistic and communicative skills in selected work-related contexts.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 381 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1521,CEGL 381,Advanced 1 English Conversation for Social Services,4.0,English (CCE) : Focuses on advanced English language speaking and listening comprehension skills essential to social services providers who have a high-intermediate knowledge of English.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 380 ,"{'Fall': ['Anne Roop', 'Anis Balti', 'Ilham Reda', 'Haidee Lefebvre', 'Anna P Maiolo'], 'Winter': ['Susan Jackson', 'Afrouz Mobayen', 'Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1522,CEGL 382,Advanced 2 Essential English for Social Services,6.0,English (CCE) : Intended for social services providers with an advanced knowledge of English. Focuses on linguistic and communicative skills in selected work-related contexts.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 383 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
1523,CEGL 383,Advanced 2 English Conversation for Social Services,4.0,English (CCE) : Focuses on superior English language speaking and listening comprehension skills essential to social services providers who have an advanced knowledge of English.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 382 ,"{'Fall': ['Anis Balti', 'Giovanna Julia Mercuri-Albisi'], 'Winter': ['Bryan Johnson', 'Christina Strigas', 'Amy Curtis-Webber']}","{'Fall', 'Winter'}"
1524,CEGL 390,Adv. 1-Essential English - Frontline Healthcare Admin,6.0,English (CCE) : Intended for frontline administrative staff in the healthcare and social services sectors who have a high-intermediate knowledge of English. Focuses on linguistic and communicative skills in selected work-related contexts.    ,School of Continuing Studies,Language & Intercultural Comm.,"Entrance Placement Test, or Permission of the Director ",CEGL 391 ,"{'Fall': ['Giovanna Julia Mercuri-Albisi'], 'Winter': ['Giovanna Julia Mercuri-Albisi']}","{'Fall', 'Winter'}"
